UF,idade,anosest,rendtrabprinc
53,39,16,10500
41,57,16,10000
12,54,16,5000
31,33,16,5000
41,41,16,5000
35,49,16,7000
23,39,16,11000
43,48,16,6000
53,36,16,13888
31,50,16,2500
26,35,16,6000
27,46,16,4500
26,29,16,4000
25,36,12,5000
35,44,16,10000
21,37,16,9000
53,44,16,26000
53,49,16,17000
43,37,16,9000
35,47,16,3500
33,30,16,10000
17,49,16,5000
25,34,16,3000
23,35,16,1600
26,33,16,6000
53,38,16,5500
31,32,16,15000
35,33,16,2800
53,26,13,1100
41,33,16,3900
35,40,12,1100
35,51,16,4100
52,40,16,4000
53,50,16,12000
35,35,16,9000
33,36,16,12000
35,35,16,4000
31,33,16,5000
32,45,16,8000
41,40,16,30000
35,25,16,3085
31,32,16,7500
31,29,16,10000
32,38,16,16000
29,53,12,6000
35,57,16,5000
53,52,16,7000
43,52,16,38000
25,34,12,3000
33,46,16,8000
33,53,16,6000
28,35,16,2500
42,55,16,10000
53,37,15,1900
22,38,16,18300
33,37,16,6000
52,59,14,7000
33,56,16,1200
31,43,16,3000
15,36,16,10000
35,44,16,10000
31,44,16,8000
50,35,16,8400
32,43,16,2832
52,56,12,1300
51,49,16,10000
43,47,16,3000
32,25,16,6000
31,39,16,6000
31,32,16,8000
31,38,12,4000
35,45,16,3500
43,51,16,2200
14,54,16,5000
51,40,16,2800
35,39,16,19000
31,36,16,8000
35,41,16,5600
26,49,16,8000
35,46,16,35000
14,43,16,4000
32,41,16,15000
33,51,16,7000
11,36,16,2300
33,39,16,10000
35,40,16,8500
26,52,16,5000
35,36,16,1500
35,42,16,4500
31,52,16,6600
33,34,16,9000
41,41,16,7000
27,29,12,4000
31,42,16,2500
33,43,16,14000
35,42,16,2130
27,35,16,2800
35,49,16,2000
14,39,14,4000
35,35,16,5000
31,51,16,7700
35,31,16,4000
51,25,16,2000
53,39,16,3000
43,51,16,11440
31,27,15,7000
27,33,12,5000
33,53,14,3500
33,51,16,10000
33,49,16,7000
16,34,16,3500
41,53,16,5000
53,58,12,4000
32,25,16,5000
33,55,16,10000
35,53,16,22000
23,58,16,10000
50,28,15,3000
21,35,16,7500
33,39,16,20000
35,38,14,5700
43,39,16,2300
31,43,16,15000
32,33,16,10000
53,30,16,13000
41,25,16,3500
31,30,16,4000
26,48,16,5000
13,27,16,5000
53,46,16,4000
42,49,16,2500
41,47,16,16500
26,45,16,6500
41,44,14,4000
53,41,16,4500
43,37,16,7000
13,36,16,4500
11,47,16,5000
31,48,16,7000
35,53,16,30000
12,47,16,4700
29,30,16,7000
33,50,16,3300
25,42,16,10000
11,30,9,3000
53,50,16,3800
53,36,16,4000
24,57,16,2000
52,43,16,10000
52,39,16,4000
35,56,16,1200
53,43,16,12000
43,47,16,12000
53,40,16,20000
43,34,16,8000
35,34,16,10001
31,28,16,4300
53,41,16,10000
35,39,16,3500
35,49,16,8000
35,35,16,10000
43,50,16,17000
32,54,16,3200
41,40,15,5000
13,41,16,6000
33,30,12,2000
13,37,12,2000
22,43,16,5000
33,30,16,1500
53,43,16,22000
21,54,5,1500
33,41,15,3000
33,30,14,2600
52,48,12,3500
33,41,12,7000
31,46,16,15000
22,58,16,6000
13,31,16,2200
53,50,12,5000
16,48,15,3000
23,44,16,2000
29,26,12,3000
53,47,16,2000
15,38,11,10000
21,33,16,2200
21,50,10,2000
42,41,16,4500
42,58,16,30000
22,38,16,6000
52,47,16,4000
53,49,12,5000
53,42,10,2000
13,42,12,1100
14,54,3,2000
15,53,9,500
33,52,16,15000
52,48,12,3500
23,37,16,1700
21,26,15,1000
21,58,16,10000
22,36,12,2000
17,27,15,1500
23,42,16,6000
52,38,16,4000
16,36,16,10000
50,42,14,10000
26,54,16,6000
31,52,16,15000
26,55,14,12000
42,59,12,13000
33,47,12,2000
33,58,12,1500
23,48,12,3000
53,46,12,4100
42,35,15,3500
12,49,16,3000
27,27,16,2500
29,35,16,8000
33,29,16,5000
31,41,16,8000
23,27,15,1100
25,59,16,8000
35,49,12,1100
50,38,16,10000
33,48,16,3000
31,42,12,2800
42,51,16,3500
24,49,15,2000
31,36,9,2000
27,37,16,3000
33,36,16,15000
32,33,12,2500
23,26,16,1800
33,48,9,2000
53,49,10,1500
41,38,12,2600
14,35,15,2500
35,46,16,10000
53,45,11,2145
14,45,11,1500
53,41,11,3000
32,38,16,6000
31,52,12,1400
35,56,13,2000
53,47,16,15000
23,37,16,1800
31,27,13,1400
27,35,12,1400
21,53,12,2000
53,44,16,2000
14,32,12,2600
16,47,16,3000
31,52,16,3000
41,41,16,15000
11,55,12,2000
31,55,12,2000
32,39,16,8000
32,59,16,1500
32,56,16,4000
17,50,12,1700
43,54,16,6000
33,58,16,3000
32,33,12,8000
33,53,12,5000
26,30,16,3000
32,44,9,1500
53,27,12,1100
29,44,16,3500
35,44,16,3000
31,37,9,6500
11,53,12,40000
15,31,16,1100
33,39,12,1800
33,53,16,1080
25,44,0,10000
42,59,16,9000
32,31,16,1500
31,44,9,9000
23,27,12,1200
35,55,12,6000
52,38,16,10000
14,44,12,4400
15,35,14,2300
31,47,16,2100
22,36,12,1000
42,30,15,2000
12,28,12,1500
42,42,13,4000
11,32,12,1500
31,45,16,3000
42,33,16,4000
27,38,16,2000
26,45,16,4000
35,33,16,4000
43,38,16,3500
41,29,16,4000
43,37,12,3500
32,38,16,8000
33,57,12,3500
33,55,7,13000
42,49,16,5000
42,32,12,4000
41,30,13,1500
43,41,12,4000
23,42,16,8000
23,32,16,3000
43,31,15,3000
53,42,11,4100
23,40,12,2000
17,25,16,3090
52,46,10,2000
53,41,14,6000
31,35,15,3000
31,50,10,5000
23,30,16,1800
43,29,14,1700
41,52,16,4000
43,45,16,2200
41,38,13,3000
53,31,14,1200
32,43,16,5000
43,37,16,5000
50,35,16,3000
25,59,16,1100
42,34,16,5000
23,50,16,3500
52,38,16,15000
35,52,9,1100
13,32,13,2500
16,34,12,1500
17,32,12,3500
12,37,12,1100
35,49,16,3100
12,47,16,3000
12,35,16,2000
13,50,12,5000
31,56,5,3000
43,53,14,10000
53,35,12,22500
13,50,12,2500
15,59,8,1800
51,47,12,1500
12,31,16,1100
53,53,5,5000
12,42,11,2800
27,31,16,5000
29,32,16,1100
41,50,16,10000
33,51,12,10000
23,48,9,3000
25,40,12,1800
23,50,12,6000
15,52,9,8000
13,41,16,5000
16,32,16,15000
12,34,12,1500
35,58,15,6000
26,50,12,1200
11,36,12,2500
21,49,12,2300
42,49,12,3000
14,30,12,1810
35,40,12,3600
21,48,16,2000
41,39,9,3000
22,41,14,8000
41,36,14,2000
33,48,15,7000
14,32,16,2500
23,31,14,1300
41,47,12,1100
12,33,12,2500
23,34,13,2000
33,47,16,5430
16,36,16,4000
15,44,12,3000
35,51,16,15000
13,34,16,5000
35,41,13,2800
35,44,6,2100
29,33,12,1100
41,56,12,6000
41,37,16,5000
27,40,12,2200
42,25,16,1400
43,45,16,38000
41,34,16,1100
23,30,12,2000
26,44,16,10000
26,25,15,2000
53,46,12,2500
23,38,12,4600
35,44,16,3000
31,38,12,1800
27,54,12,7000
23,46,16,2500
35,32,0,2000
24,58,12,12000
53,51,12,1100
17,39,12,1100
26,53,14,4000
25,39,16,5000
14,57,8,1100
25,40,16,10000
23,36,12,2500
43,47,16,1100
22,55,12,7000
16,45,12,3500
52,57,14,3600
32,40,12,3500
33,40,16,1300
15,45,12,1500
27,39,6,1500
53,53,16,4500
13,37,16,2000
13,28,16,2500
43,40,12,2500
35,46,16,20000
32,52,7,1100
35,30,8,2000
35,40,16,6000
14,34,12,4000
41,47,16,7000
29,52,12,2200
32,42,16,5000
31,54,9,3000
31,38,16,5000
50,55,12,30000
32,30,16,1718
35,48,9,5000
35,35,12,2200
33,48,12,5000
23,41,16,7000
31,39,14,8000
25,47,12,10000
53,30,16,5000
41,51,16,7000
52,27,14,3000
25,53,12,4000
35,46,16,17000
35,49,16,3000
14,39,16,1100
31,41,12,4000
53,51,16,30000
43,34,16,2000
16,26,16,1100
31,38,12,1700
53,33,16,6000
13,58,13,6000
31,35,14,4300
31,43,16,4000
31,44,9,1716
14,38,16,3000
33,40,12,1500
13,41,12,2200
41,31,16,3500
35,41,16,2500
32,40,16,4000
31,53,4,4000
11,36,16,4000
11,25,16,3000
15,35,12,1100
29,42,16,3500
21,33,16,1100
53,36,16,3000
52,33,16,20000
31,29,16,4000
35,46,16,5000
35,34,14,7000
52,36,12,4200
53,50,6,3000
53,59,9,4500
11,26,12,3000
32,32,15,2200
53,33,6,2000
12,55,16,3500
12,34,16,5000
43,51,12,6000
52,31,16,6500
22,40,16,2000
33,45,16,5000
31,54,12,20000
31,50,12,3300
53,31,12,20000
35,45,10,6000
43,47,16,16000
15,32,12,1300
23,43,16,4000
17,46,16,2000
32,31,16,12000
14,35,16,3000
53,51,14,1200
28,44,16,2000
41,58,16,5200
31,47,12,3500
41,30,15,1500
13,51,12,3000
53,41,12,3000
35,31,12,3000
32,50,16,8000
33,35,12,1000
35,27,16,15000
14,28,13,2000
35,35,16,9000
42,26,15,4500
43,41,14,15000
53,46,12,5000
53,41,12,2300
53,30,16,4000
35,29,12,2200
25,35,12,6000
50,36,16,10000
35,40,9,4000
53,41,16,4000
41,48,16,1000
29,37,16,6000
23,38,12,2000
41,45,16,5000
13,43,16,3300
14,40,12,3000
28,56,16,2200
35,46,16,15000
33,26,12,2500
41,29,16,7000
24,39,13,2200
23,56,11,10000
52,46,9,3000
43,48,12,4000
33,43,16,15000
41,48,16,1100
13,54,13,2000
12,37,12,1400
27,52,16,2300
21,53,12,1120
35,35,16,5000
29,40,12,1350
41,43,12,3000
35,52,12,2000
32,37,12,2500
42,57,16,15000
31,33,12,1600
35,34,0,10000
41,30,16,3500
43,48,15,10000
53,37,16,7000
53,49,0,8000
53,48,12,30000
52,49,12,5500
22,28,12,1500
15,46,16,3200
52,31,12,3000
42,40,0,5000
12,45,16,1500
41,30,12,5000
26,28,12,1100
12,26,11,1200
12,59,16,3000
51,56,12,5000
52,38,16,1600
53,39,16,6000
15,55,16,3100
32,31,16,3500
53,44,14,1500
53,49,6,5000
41,37,12,9000
53,30,12,3300
33,47,16,3000
31,50,12,3000
14,36,12,1000
52,47,12,3300
52,33,13,2500
33,42,16,10000
51,41,12,1500
53,35,16,4000
29,38,12,2500
16,47,16,2000
29,52,12,2100
52,47,16,500
51,41,12,3500
29,48,14,3300
29,41,12,5000
53,50,12,2500
53,40,9,1300
43,39,14,20000
53,43,16,4000
13,54,16,1500
35,33,16,2452
35,36,14,3200
53,45,12,4500
23,42,12,1600
52,55,12,2000
52,52,16,2000
23,44,12,2700
53,29,12,1600
53,46,16,3000
53,26,15,8000
31,44,8,1000
42,38,16,1200
15,44,12,7500
17,43,16,2500
32,52,16,12000
16,44,16,2300
16,48,16,25000
14,31,16,6000
33,45,16,2000
35,41,14,1000
23,31,12,2000
26,32,12,2200
33,30,12,800
35,34,16,2000
31,47,16,2000
22,45,16,5000
26,33,16,10000
31,35,16,4000
33,50,16,3500
23,40,16,10000
33,43,16,3100
31,41,16,10000
23,26,11,1400
33,53,16,30000
31,34,15,5000
35,46,16,4000
33,43,16,1100
41,58,12,2000
23,38,12,4500
27,52,11,30000
42,34,12,5000
33,51,16,5000
15,46,16,7500
33,43,12,200000
42,41,16,5000
32,47,16,4000
42,27,12,2000
43,32,16,6000
33,56,16,4500
32,40,14,12000
35,36,12,2000
26,44,15,3500
52,59,16,4000
50,42,11,2000
50,29,15,1200
31,27,16,3400
52,49,16,6000
31,43,15,6000
13,28,16,3000
29,53,16,5000
24,51,16,5000
53,31,16,5200
14,26,16,2000
31,29,16,4100
33,44,16,15000
33,48,16,10000
53,50,16,2800
35,29,16,2500
35,38,16,5000
33,36,16,8000
52,30,16,4000
33,35,16,4500
25,31,16,4000
25,32,16,4000
42,44,16,8000
13,49,16,1500
53,31,16,4000
35,44,16,7000
15,26,16,3500
33,25,16,2100
15,25,16,4000
14,42,16,9000
53,49,16,1500
14,41,16,6600
12,44,16,15000
12,31,16,3300
16,33,16,3000
22,33,16,10000
41,27,16,3500
16,29,16,3500
52,48,16,3600
53,30,16,3000
29,26,16,3000
52,44,16,10000
16,33,16,3000
12,58,16,12000
53,36,16,5500
22,27,16,2500
17,32,16,12000
27,27,16,4500
52,38,16,4000
16,56,16,7000
50,36,16,5000
14,46,16,8000
24,39,16,4000
12,59,16,5000
12,46,12,15000
33,26,16,1400
29,41,16,2000
43,38,16,4000
27,26,16,2500
26,32,16,4000
21,32,16,4000
52,27,16,7032
15,50,16,4400
33,40,16,3300
41,30,16,4000
24,31,16,2000
33,25,13,2500
53,31,16,1000
13,40,16,4000
52,53,16,8800
32,37,16,8500
11,49,16,6000
53,32,9,2500
52,56,16,8800
43,41,16,5000
28,56,16,6000
13,35,16,3000
35,27,16,2000
15,57,16,3000
23,33,16,7000
35,35,16,5000
13,29,16,2500
33,55,16,6000
33,58,16,8000
43,54,16,9000
13,50,16,3300
26,29,16,3000
41,48,16,3300
52,25,16,1650
42,49,16,1100
31,33,16,4770
50,30,16,2000
14,36,16,4000
53,45,16,15000
12,54,16,3300
43,40,16,3300
33,40,16,3500
43,46,16,6000
52,31,16,3300
53,32,16,2500
53,40,16,13000
53,28,16,2000
26,36,16,22000
26,56,16,10000
33,28,16,5100
33,31,16,6000
12,40,16,2200
22,58,16,7000
21,34,16,4000
42,37,16,5000
53,49,16,15000
12,29,16,1600
13,40,16,6000
35,30,16,11000
17,27,16,5000
52,40,16,8200
53,28,16,2000
31,46,16,8000
35,43,16,6000
31,30,16,10000
53,38,16,12000
13,28,16,2800
32,46,16,11300
13,44,16,6000
41,36,16,4000
13,52,16,4000
33,28,16,4000
23,29,16,3000
32,45,16,4000
41,27,16,2000
51,57,16,10000
11,42,16,4000
15,30,16,9350
33,26,16,5000
52,27,16,3500
43,58,16,10000
21,26,16,3000
17,42,16,10000
13,27,16,5000
29,35,16,5000
32,42,16,10000
31,30,16,6500
43,36,16,5000
24,28,16,2000
33,48,16,1289
16,56,16,8000
33,47,16,15000
52,33,16,4000
22,26,16,4400
26,48,16,15000
26,26,16,6600
26,30,16,7000
35,33,16,1900
32,55,16,15000
53,31,16,4500
16,43,16,50000
41,51,16,5000
32,55,16,15000
21,27,16,3000
43,42,16,15000
53,26,16,1000
33,40,16,15000
24,34,16,9000
50,27,16,7000
26,39,16,15000
41,34,16,10100
33,53,16,10000
27,58,16,25000
13,38,16,3300
23,25,16,2000
24,35,15,2200
35,46,16,12000
21,32,16,3300
52,36,16,1200
33,46,16,1200
41,31,16,5500
26,39,16,2000
21,27,16,2200
41,39,16,8000
33,41,16,40000
26,50,16,1000
13,29,16,5000
43,38,16,4000
35,46,16,25000
52,44,16,5000
35,31,16,10000
32,49,16,11000
27,28,16,6000
31,35,16,12000
52,39,16,2500
43,40,16,15000
33,56,16,36500
12,39,16,7000
31,55,16,13000
31,33,16,2500
15,28,16,7000
12,31,16,6648
33,57,16,10000
41,39,16,25000
28,28,16,3200
31,34,16,10000
33,26,16,600
52,37,16,2200
33,51,16,2000
27,35,16,4500
42,40,16,9000
14,26,16,8200
53,33,16,3000
27,25,16,2000
31,36,16,2000
29,32,16,6500
29,37,16,9000
41,32,16,5800
43,48,16,3000
24,41,16,5500
52,45,16,12000
32,49,16,20000
52,52,16,5000
32,32,16,2000
33,37,16,10000
43,51,16,2000
31,52,16,11000
33,51,16,6000
32,26,16,3000
33,38,16,2000
41,56,16,8000
35,59,16,10000
32,36,16,11000
33,33,16,15000
32,37,16,3000
29,59,16,2000
35,48,16,2500
15,54,16,15000
43,25,16,3700
41,36,16,2200
32,46,16,10000
31,46,16,7000
28,42,16,1100
50,27,16,6580
32,29,16,2000
35,30,16,3300
12,41,16,12000
41,26,16,2000
32,49,16,9000
31,50,16,3000
25,29,16,4500
33,26,16,7000
32,56,16,5000
32,37,16,8500
15,32,16,1300
33,32,16,10000
33,36,16,15675
43,53,16,20000
17,40,16,8000
29,45,16,7000
32,44,16,5000
32,35,16,1100
35,36,16,9000
33,59,16,45000
35,26,16,3000
41,30,16,3000
33,37,16,12000
32,34,16,14000
31,48,16,4000
31,28,16,4000
31,28,16,7500
31,30,16,3200
42,43,16,15000
41,30,16,7000
32,29,16,2040
41,29,16,11000
32,29,16,5000
17,39,16,10000
31,26,16,2500
23,40,16,8000
33,41,16,7000
31,48,16,8500
35,52,16,21000
52,47,16,16000
33,30,16,4000
33,32,16,4000
35,46,16,20000
22,26,16,2000
42,44,16,11000
33,46,16,7000
33,47,16,5000
27,26,16,12000
23,53,16,10000
33,42,16,15000
33,52,16,3000
31,27,16,9000
33,59,16,2200
21,31,16,8000
33,39,16,15000
33,31,16,1600
33,37,16,16000
33,58,16,6000
35,33,16,1200
42,49,16,5000
41,48,16,8000
43,55,16,15000
33,50,16,5000
35,32,16,10000
52,57,16,2500
33,30,16,13000
29,27,14,1100
35,30,16,8000
41,25,16,5000
33,25,16,2000
53,26,16,3200
11,33,16,3500
32,43,16,8000
33,59,16,5500
52,30,16,2300
35,44,16,5000
32,52,16,15000
15,38,16,10000
32,37,16,10000
41,42,16,6000
31,58,16,15000
33,28,16,5500
41,38,16,6000
33,33,16,7000
42,38,16,20000
42,30,16,4000
28,27,16,2000
53,26,16,3500
33,43,16,15000
42,41,16,4000
43,53,16,15000
33,32,16,5000
43,31,16,3000
43,30,16,8400
31,32,16,12000
52,48,16,1500
27,41,16,4000
42,28,16,3000
32,40,16,7000
53,27,16,1100
41,39,16,10000
25,46,16,11000
41,35,16,10423
32,54,16,20000
31,43,16,2500
31,42,16,13000
41,36,16,3500
52,43,16,4000
31,36,16,9000
42,41,16,2000
21,55,16,3300
43,47,16,8000
23,59,16,6000
52,56,16,15000
11,29,16,4000
12,54,16,8000
42,36,16,15000
43,40,16,1200
52,41,16,10000
11,32,16,5000
14,35,16,3500
11,37,16,7000
42,39,16,3000
52,35,16,18000
13,32,16,7000
33,30,16,4000
53,50,16,15000
52,49,16,10000
13,46,16,2000
35,33,16,4000
42,27,16,7000
50,25,16,4000
52,37,16,6000
35,52,16,28000
43,40,16,1800
32,27,16,3000
13,30,16,4000
41,31,16,3000
35,31,16,3000
42,47,16,16000
35,29,16,9800
31,28,16,9000
43,58,16,8500
33,51,16,5000
41,58,16,5000
43,35,16,12000
31,31,16,2200
53,26,16,2000
51,40,16,5000
52,32,16,4500
52,40,16,10000
50,42,16,3000
35,26,16,6300
43,49,16,6000
52,45,15,8500
33,33,16,18000
33,37,16,5000
33,52,16,19000
23,26,16,2500
53,47,16,8800
32,38,16,12000
13,38,16,6000
41,30,16,5000
13,31,16,4100
33,36,16,2500
53,29,16,14000
32,33,16,6000
35,53,16,7000
41,46,16,18000
33,43,16,9500
50,55,16,10000
13,33,16,8000
33,42,16,3500
52,33,16,10000
53,28,16,3000
27,30,16,2500
53,36,16,5000
33,32,16,11000
31,29,16,2500
33,33,16,10000
31,55,16,12000
26,54,16,7000
22,26,16,2700
43,56,16,20000
28,35,16,13000
16,50,16,2500
33,41,16,21000
53,47,16,10000
33,32,16,5000
43,39,16,6000
33,57,16,9000
52,34,16,5000
53,46,16,3000
33,47,16,15000
33,49,16,17000
29,37,16,1300
35,57,16,3000
41,35,16,6000
32,56,16,10000
33,40,16,9000
53,30,16,4400
33,28,16,9000
53,34,16,3000
35,27,16,15000
35,48,16,5000
35,41,16,11000
53,29,16,8800
33,57,16,11000
33,38,16,12000
28,41,16,1200
33,35,16,15000
41,39,16,10000
33,41,16,15000
33,53,16,15000
33,33,16,14000
13,50,16,3000
33,38,16,10000
42,27,16,5000
35,45,16,3000
33,41,16,8000
33,35,16,18000
33,27,16,5000
33,34,16,2500
43,58,16,6000
35,39,16,9000
33,39,16,14000
17,37,16,20000
50,30,16,2000
52,44,16,4500
42,48,16,5000
33,27,16,4000
16,26,14,1500
41,28,16,1900
41,58,16,2500
33,47,16,13000
35,35,16,4000
13,39,16,4400
43,57,16,3000
16,30,12,2500
42,47,16,19000
52,42,16,6000
42,38,16,1500
53,41,6,7000
12,33,14,5000
53,32,16,3000
35,26,16,3000
16,27,16,2000
27,47,12,1500
53,25,16,2500
14,30,13,1500
42,47,16,3500
15,47,12,1100
35,53,15,5000
33,49,16,25000
32,40,12,3000
42,32,16,5000
53,25,16,6000
50,59,13,1000
31,35,16,5000
35,43,16,6000
41,42,16,12000
50,25,16,2500
26,47,16,10000
33,58,16,5000
31,48,16,5000
42,26,16,2500
52,35,12,10000
28,30,16,3500
31,28,16,6000
13,36,12,950
42,48,16,3500
13,41,12,400
35,26,12,3000
33,36,16,750
24,34,16,2800
14,41,15,2000
52,26,16,3500
33,58,16,8000
33,41,16,8000
33,39,16,5500
22,25,16,2000
21,30,16,2000
31,39,16,2500
53,31,16,30000
23,49,16,1000
21,32,16,3000
32,25,16,1600
33,42,16,3000
22,35,16,2500
51,35,16,3000
33,37,16,4000
31,29,16,3000
14,28,16,1100
25,39,16,4000
27,46,16,2200
29,27,16,1200
33,49,13,2200
24,42,16,3300
33,33,16,6000
23,35,12,1800
52,25,16,4000
13,29,13,300
43,36,16,4000
41,38,16,5000
52,25,15,2500
12,36,16,3000
42,49,16,4500
35,28,15,2400
26,27,16,1200
35,31,16,3200
26,40,16,10000
25,36,16,1500
42,28,16,7500
29,40,16,4400
12,35,16,2500
35,38,16,4000
23,32,16,6000
26,37,16,5000
41,53,13,700
35,34,16,5000
31,56,16,7000
33,34,16,5000
42,38,16,5000
15,25,16,3500
13,25,16,1300
33,37,16,3000
32,36,16,3400
31,33,16,1500
53,33,14,2000
35,26,16,3500
35,32,16,3000
42,47,16,2500
15,34,16,2500
41,39,16,4000
35,32,16,5000
12,57,16,5000
35,41,16,10000
35,46,16,15000
31,38,16,2000
53,26,16,5000
35,40,13,2200
32,28,16,1000
33,31,16,2000
22,25,16,1500
33,49,16,17500
35,33,16,5500
31,53,9,4500
53,27,12,1500
31,30,14,750
53,27,16,3000
42,31,15,2000
33,51,16,3000
31,28,16,3000
31,27,16,5000
35,35,16,1000
31,29,16,3000
42,26,16,900
35,37,14,20000
32,29,16,2000
43,37,16,8000
33,58,16,8000
35,33,16,7000
41,27,16,1200
23,28,16,1800
42,54,16,10000
41,25,16,3000
33,25,16,1500
33,58,16,2000
41,28,16,3600
35,26,15,400
33,33,16,6000
52,52,16,10000
35,34,16,2000
33,31,16,2090
33,51,16,3000
13,29,12,3000
35,49,16,4500
33,47,16,7000
33,38,16,2000
35,33,16,8000
33,43,16,7000
32,26,16,1500
35,31,14,3500
51,27,12,2000
33,31,16,2500
35,37,16,5000
42,42,14,2000
35,47,16,25000
41,34,16,4000
17,40,12,3500
31,30,15,5000
35,42,16,4000
35,32,16,2000
28,31,16,1600
33,29,16,3000
43,25,13,1200
42,32,14,4000
52,40,12,5000
25,29,15,2000
33,33,16,1800
35,51,16,1601
42,39,16,5000
35,31,16,5000
42,55,13,5000
50,37,16,7500
35,35,16,9000
33,55,16,3000
31,29,16,5000
33,39,16,9000
16,37,16,3500
31,33,16,4000
33,44,8,2000
42,45,14,5500
43,53,16,3000
15,28,16,1500
53,28,16,2800
23,30,15,3100
31,37,16,9000
22,31,16,4500
27,58,16,7000
23,44,16,1100
35,31,16,7500
41,43,16,3000
33,57,16,24000
43,25,16,3500
31,43,16,7000
41,44,16,22000
43,56,16,3000
42,50,16,1100
31,40,16,3500
16,26,16,3000
53,28,14,1500
41,45,16,4800
31,54,16,10000
41,40,16,5800
29,48,16,2000
35,26,16,2000
52,38,16,6500
41,35,16,10000
43,33,15,2000
31,28,16,3000
35,28,15,4000
23,29,12,1800
31,25,12,750
52,33,16,8500
27,30,16,2000
50,33,16,3000
50,27,16,3000
43,25,16,2000
35,51,16,26000
35,36,16,15000
51,39,16,6000
33,42,12,2000
35,33,16,9000
53,45,16,20000
33,49,16,12000
23,31,12,1000
32,48,16,4000
31,32,16,5000
35,57,16,5000
35,40,16,5000
42,36,16,5000
43,27,16,2400
31,32,16,2000
35,25,16,2000
23,26,12,800
13,26,16,3000
52,36,16,3000
26,37,16,5000
32,54,16,10000
41,39,16,13000
22,25,16,7800
33,47,16,2000
33,44,16,3200
14,27,16,3000
43,38,16,15000
31,31,16,3000
52,34,16,3000
15,26,16,3200
13,55,16,9000
12,47,16,15000
33,32,16,20000
41,27,16,4000
26,38,16,15000
31,48,16,6000
53,30,16,2200
27,30,16,18000
35,46,16,10000
12,45,16,8000
35,49,16,12500
41,57,16,18000
33,27,16,3000
32,27,16,3000
28,59,16,20000
35,27,16,3500
33,32,16,10000
43,54,16,2500
43,54,16,10000
29,45,16,25000
17,29,16,18000
53,44,16,40000
35,28,16,2900
15,55,16,10000
32,39,16,8000
27,37,16,12000
35,56,16,15000
27,32,16,13000
32,39,16,10000
35,42,16,1100
31,38,16,4000
31,32,16,9300
41,59,16,5000
24,59,16,12000
53,26,16,7000
43,40,16,17000
31,33,16,5000
14,42,16,15000
23,39,16,30000
22,30,16,3800
26,40,16,15000
43,47,16,20000
13,55,16,10000
27,25,16,3000
35,31,16,2000
14,32,16,15000
35,43,16,40000
43,28,16,3600
43,27,16,9000
17,27,16,22000
25,26,16,4001
42,46,16,15500
35,29,16,14000
31,29,16,2500
41,26,16,32000
26,56,16,10000
